location_start_year,num_businesses,num_sole_prop,num_missing_naics,num_missing_pa,num_missing_ma,num_ended
2017.0,4530,0.0,4530.0,4530.0,4530.0,1050.0
2018.0,4955,0.0,4955.0,4955.0,4955.0,765.0
2019.0,5265,0.0,5265.0,5265.0,5265.0,666.0
2020.0,4612,0.0,4612.0,4612.0,4612.0,228.0
2021.0,1205,0.0,1205.0,1205.0,1205.0,43.0
2022.0,2,0.0,2.0,2.0,2.0,0.0
2088.0,1,0.0,1.0,1.0,1.0,0.0
2091.0,1,0.0,1.0,1.0,1.0,0.0
2107.0,1,0.0,1.0,1.0,1.0,0.0
2108.0,1,0.0,1.0,1.0,1.0,0.0
2121.0,1,0.0,1.0,1.0,1.0,0.0
2201.0,1,0.0,1.0,1.0,1.0,0.0
2204.0,1,0.0,1.0,1.0,1.0,0.0
2819.0,1,0.0,1.0,1.0,1.0,0.0
3020.0,1,0.0,1.0,1.0,1.0,0.0
4218.0,1,0.0,1.0,1.0,1.0,0.0
5985.0,1,0.0,1.0,1.0,1.0,0.0
7202.0,1,0.0,1.0,1.0,1.0,0.0
7996.0,1,0.0,1.0,1.0,1.0,0.0
8101.0,1,0.0,1.0,1.0,1.0,0.0
9999.0,2,0.0,2.0,2.0,2.0,0.0
